ID_ALUNO,NOME,ANO,CLUSTER,IAN_LAG,IEG,IDA,IPS,IPP,IPV,PEDRA,PERFIL,KPI_CRITICO,DIAGNOSTICO,ACAO
714,Aluno-714,2023,2,5.0,8.0,7.4,3.14,7.34375,7.223333333,Agata,Falha de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
638,Aluno-638,2024,3,5.0,5.7272727275,5.0,7.51,7.34375,5.936666667,Agata,Queda recente de aprendizado,IEG,Baixo engajamento,Aumentar engajamento com acompanhamento ativo e metas de participação nas atividades
1119,Aluno-1119,2023,2,10.0,9.7,5.9,3.77,7.34375,8.453333333,Ametista,Falha de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
555,ALUNO-555,2021,0,5.0,10.0,6.6,8.1,8.5,8.8,Topázio,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
729,Aluno-729,2024,2,5.0,8.4166666665,6.0,2.51,7.34375,7.5,Agata,Falha de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
905,Aluno-905,2024,3,5.0,7.7794117645,3.0,7.51,7.34375,6.99,Agata,Queda recente de aprendizado,IPV,Baixa velocidade de aprendizado,Ajustar ritmo de ensino com reforço incremental e revisão contínua
464,Aluno-464,2024,3,5.0,7.85146198833333,4.33333333333333,8.76,7.34375,7.1175,Agata,Queda recente de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
662,Aluno-662,2023,0,5.0,7.6,6.7,6.27,7.34375,6.72,Agata,Deterioração gradual,IDA,Baixo desempenho acadêmico,Ação deve ser tomada com direcionamento do conteúdo e adaptação de exercícios
423,Aluno-423,2023,3,5.0,8.7,3.4,6.89,7.34375,7.45,Agata,Queda recente de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
318,Aluno-318,2022,3,5.0,6.9,5.8,6.9,7.34375,6.111,Agata,Queda recente de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
1002,ALUNO-1002,2021,0,5.0,8.3,7.5,7.5,7.7,8.1,Ametista,Deterioração gradual,IPP,Baixa persistência,Trabalhar persistência com acompanhamento individual e metas de continuidade
200,Aluno-200,2023,3,5.0,4.5,4.3,2.52,7.34375,7.17,Quartzo,Queda recente de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
632,ALUNO-632,2022,1,5.0,7.58333333333333,1.25,7.5,6.04166666666666,7.27777666666666,Quartzo,Risco estrutural,IEG,Baixo engajamento,Aumentar engajamento com acompanhamento ativo e metas de participação nas atividades
1035,ALUNO-1035,2021,0,5.0,7.9,6.0,6.9,8.8,9.6,Ametista,Deterioração gradual,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
631,Aluno-631,2022,0,5.0,6.8,7.0,7.5,7.34375,7.222,Agata,Deterioração gradual,IEG,Baixo engajamento,Aumentar engajamento com acompanhamento ativo e metas de participação nas atividades
542,Aluno-542,2024,3,5.0,6.48136645966667,3.93333333333333,8.13,7.34375,6.232,Agata,Queda recente de aprendizado,IPV,Baixa velocidade de aprendizado,Ajustar ritmo de ensino com reforço incremental e revisão contínua
539,Aluno-539,2024,0,5.0,9.23333333333333,5.83333333333333,7.51,7.34375,9.13,Topázio,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
530,Aluno-530,2023,2,5.0,8.8,5.7,5.0,7.34375,7.46,Ametista,Falha de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
668,ALUNO-668,2021,3,5.0,5.8,4.5,7.5,7.5,6.8,Ágata,Queda recente de aprendizado,IPP,Baixa persistência,Trabalhar persistência com acompanhamento individual e metas de continuidade
1053,Aluno-1053,2023,0,5.0,9.1,8.6,6.27,7.34375,8.616666667,Ametista,Deterioração gradual,IDA,Baixo desempenho acadêmico,Ação deve ser tomada com direcionamento do conteúdo e adaptação de exercícios
836,Aluno-836,2023,0,5.0,9.6,6.7,6.27,7.34375,8.085,Ametista,Deterioração gradual,IDA,Baixo desempenho acadêmico,Ação deve ser tomada com direcionamento do conteúdo e adaptação de exercícios
1102,Aluno-1102,2023,2,10.0,9.5,7.5,5.0,7.34375,7.56,Topázio,Falha de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
878,Aluno-878,2023,2,5.0,9.5,8.1,2.52,7.34375,7.34,Agata,Falha de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
160,Aluno-160,2022,2,5.0,7.2,5.3,5.6,7.34375,8.25,Agata,Falha de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
508,Aluno-508,2023,2,5.0,8.6,7.5,2.52,7.34375,8.6725,Ametista,Falha de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
927,ALUNO-927,2022,1,5.0,7.46616161616161,6.25,5.625,6.04166666666666,7.5,Ágata,Risco estrutural,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
1224,Aluno-1224,2023,2,5.0,9.4,8.0,5.0,7.34375,7.6325,Ametista,Falha de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
301,ALUNO-301,2021,0,10.0,9.2,6.3,7.5,8.5,8.4,Topázio,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
58,Aluno-58,2024,0,10.0,9.82456140366667,7.33333333333333,7.51,7.34375,8.62,Topázio,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
403,ALUNO-403,2022,3,10.0,5.28474399164054,3.94444444444444,6.25,7.34375,6.95833,Quartzo,Queda recente de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
681,ALUNO-681,2021,3,5.0,6.3,6.6,6.9,7.3,7.5,Ágata,Queda recente de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
124,ALUNO-124,2022,1,10.0,8.03391053391053,5.16666666666666,7.5,5.41666666666666,6.88888666666666,Ametista,Risco estrutural,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
249,Aluno-249,2024,3,5.0,6.645021645,5.0,5.0,7.34375,7.064,Agata,Queda recente de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
1216,Aluno-1216,2023,0,10.0,9.0,7.9,5.63,7.34375,7.795,Ametista,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
1062,Aluno-1062,2023,2,10.0,7.7,6.2,3.77,7.34375,8.503333333,Ametista,Falha de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
472,Aluno-472,2024,3,5.0,7.48447205,6.25,7.51,7.34375,6.333333333,Agata,Queda recente de aprendizado,IEG,Baixo engajamento,Aumentar engajamento com acompanhamento ativo e metas de participação nas atividades
601,Aluno-601,2022,0,10.0,9.7,5.7,7.5,7.34375,7.167,Ametista,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
387,ALUNO-387,2021,3,5.0,5.8,6.6,5.0,7.3,5.9,Ágata,Queda recente de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
916,ALUNO-916,2022,0,10.0,10.0,8.51111111111111,9.375,9.0625,9.666675,Topázio,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
320,Aluno-320,2023,0,10.0,9.9,5.5,7.52,7.34375,8.96,Topázio,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
1093,ALUNO-1093,2021,3,5.0,7.2,5.4,7.5,8.0,6.8,Ametista,Queda recente de aprendizado,IPV,Baixa velocidade de aprendizado,Ajustar ritmo de ensino com reforço incremental e revisão contínua
642,Aluno-642,2024,2,10.0,9.14920634933333,4.0,3.76,7.34375,6.9975,Ametista,Falha de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
98,Aluno-98,2024,0,5.0,9.546,8.9,7.1975,7.34375,7.5,Topázio,Deterioração gradual,IDA,Baixo desempenho acadêmico,Ação deve ser tomada com direcionamento do conteúdo e adaptação de exercícios
1115,Aluno-1115,2023,3,5.0,8.3,4.0,7.52,7.34375,7.56,Agata,Queda recente de aprendizado,IEG,Baixo engajamento,Aumentar engajamento com acompanhamento ativo e metas de participação nas atividades
812,ALUNO-812,2022,1,5.0,9.31450357920946,8.41666666666666,7.5,5.625,8.083335,Ametista,Risco estrutural,IPP,Baixa persistência,Trabalhar persistência com acompanhamento individual e metas de continuidade
569,ALUNO-569,2022,0,10.0,10.0,9.5,7.5,6.04166666666666,7.88889,Topázio,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
1341,Aluno-1341,2024,0,10.0,9.246031746,10.0,7.51,7.34375,6.0,Ametista,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
685,ALUNO-685,2021,3,10.0,5.0,4.7,6.3,7.2,7.1,Ágata,Queda recente de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
999,ALUNO-999,2021,2,10.0,6.1,6.4,4.4,6.9,7.2,Ágata,Falha de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
886,Aluno-886,2024,0,10.0,10.0,8.75,8.13,7.34375,8.28,Topázio,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
601,Aluno-601,2024,0,10.0,10.0,8.75,7.505,7.34375,8.425,Topázio,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
345,Aluno-345,2023,3,5.0,6.8,4.6,6.26,7.34375,7.1725,Agata,Queda recente de aprendizado,IPV,Baixa velocidade de aprendizado,Ajustar ritmo de ensino com reforço incremental e revisão contínua
1025,Aluno-1025,2024,0,10.0,7.727272727,9.0,7.51,7.34375,7.783333333,Ametista,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
934,Aluno-934,2024,0,10.0,9.75,8.5,7.51,7.34375,7.75,Topázio,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
400,Aluno-400,2023,2,5.0,9.0,4.1,2.52,7.34375,7.375,Agata,Falha de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
1017,Aluno-1017,2023,2,10.0,8.0,7.7,5.02,7.34375,8.116666667,Agata,Falha de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
616,Aluno-616,2023,2,5.0,6.6,6.8,5.02,7.34375,6.783333333,Quartzo,Falha de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
577,Aluno-577,2023,2,5.0,8.2,7.4,3.77,7.34375,7.673333333,Ametista,Falha de aprendizado,IEG,Baixo engajamento,Aumentar engajamento com acompanhamento ativo e metas de participação nas atividades
454,Aluno-454,2024,3,5.0,6.63313840166667,3.66666666666667,6.255,7.34375,5.833333333,Quartzo,Queda recente de aprendizado,IPV,Baixa velocidade de aprendizado,Ajustar ritmo de ensino com reforço incremental e revisão contínua
906,Aluno-906,2023,0,10.0,9.2,8.6,7.52,7.34375,6.95,Topázio,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
1173,Aluno-1173,2023,2,10.0,9.7,6.0,2.52,7.34375,8.1225,Ametista,Falha de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
674,Aluno-674,2023,2,5.0,8.5,5.2,3.77,7.34375,8.67,Agata,Falha de aprendizado,IEG,Baixo engajamento,Aumentar engajamento com acompanhamento ativo e metas de participação nas atividades
712,Aluno-712,2022,3,5.0,5.1,8.0,5.0,7.34375,5.833,Agata,Queda recente de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
477,ALUNO-477,2022,1,5.0,6.77441077441077,5.08333333333333,5.0,6.45833333333333,6.61110666666666,Ágata,Risco estrutural,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
1210,ALUNO-1210,2022,1,10.0,8.24867724867724,7.58333333333333,6.875,5.625,7.916665,Ametista,Risco estrutural,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
162,Aluno-162,2022,3,5.0,8.5,5.5,7.5,7.34375,6.542,Ametista,Queda recente de aprendizado,IPV,Baixa velocidade de aprendizado,Ajustar ritmo de ensino com reforço incremental e revisão contínua
815,Aluno-815,2023,2,5.0,8.6,6.5,5.02,7.34375,7.063333333,Agata,Falha de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
632,Aluno-632,2023,0,5.0,9.1,7.4,5.64,7.34375,8.563333333,Ametista,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
428,Aluno-428,2024,2,10.0,8.898245614,5.0,5.635,7.34375,7.625,Ametista,Falha de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
299,Aluno-299,2022,2,10.0,8.2,6.8,5.0,7.34375,6.708,Ametista,Falha de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
628,ALUNO-628,2022,0,5.0,9.16289592760181,8.75,7.5,6.5625,8.916665,Topázio,Deterioração gradual,IPP,Baixa persistência,Trabalhar persistência com acompanhamento individual e metas de continuidade
106,ALUNO-106,2021,0,5.0,7.9,7.9,7.5,8.3,10.0,Ametista,Deterioração gradual,IEG,Baixo engajamento,Aumentar engajamento com acompanhamento ativo e metas de participação nas atividades
1331,Aluno-1331,2024,0,5.0,7.2916666665,7.25,7.51,7.34375,7.245,Ametista,Deterioração gradual,IDA,Baixo desempenho acadêmico,Ação deve ser tomada com direcionamento do conteúdo e adaptação de exercícios
278,Aluno-278,2022,2,5.0,9.2,6.0,5.6,7.34375,7.417,Ametista,Falha de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
658,ALUNO-658,2022,1,5.0,6.03842940685046,2.83333333333333,7.5,5.3125,7.166665,Quartzo,Risco estrutural,IEG,Baixo engajamento,Aumentar engajamento com acompanhamento ativo e metas de participação nas atividades
829,ALUNO-829,2021,3,10.0,3.9,3.6,7.5,7.3,7.2,Ágata,Queda recente de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
132,Aluno-132,2023,2,10.0,8.7,6.5,2.52,7.34375,7.715,Ametista,Falha de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
913,Aluno-913,2023,0,10.0,8.5,7.9,6.89,7.34375,9.245,Ametista,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
646,ALUNO-646,2021,0,10.0,7.9,6.6,7.5,7.7,7.8,Ametista,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
1028,ALUNO-1028,2022,2,5.0,6.66666666666666,7.44444444444444,4.375,7.5,5.7083275,Ágata,Falha de aprendizado,IPP,Baixa persistência,Trabalhar persistência com acompanhamento individual e metas de continuidade
777,Aluno-777,2023,0,10.0,9.3,6.3,7.52,7.34375,8.84,Ametista,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
1150,ALUNO-1150,2022,1,5.0,8.7719298245614,6.41666666666666,5.0,5.9375,8.25,Ametista,Risco estrutural,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
518,Aluno-518,2024,2,10.0,6.830075188,4.0,2.51,7.34375,6.94,Agata,Falha de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
1302,ALUNO-1302,2021,3,5.0,3.3,0.6,7.5,7.2,5.3,Quartzo,Queda recente de aprendizado,IEG,Baixo engajamento,Aumentar engajamento com acompanhamento ativo e metas de participação nas atividades
854,Aluno-854,2023,2,10.0,9.5,6.0,3.77,7.34375,8.01,Agata,Falha de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
1137,Aluno-1137,2024,3,10.0,7.58863826233333,3.5,8.13,7.34375,7.4575,Ametista,Queda recente de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
437,ALUNO-437,2021,3,10.0,5.0,4.0,7.5,7.7,6.6,Ágata,Queda recente de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
980,Aluno-980,2023,2,10.0,9.8,6.3,5.02,7.34375,9.34,Ametista,Falha de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
185,ALUNO-185,2022,1,10.0,8.24354657687991,8.8,8.125,5.625,7.41667,Ametista,Risco estrutural,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
588,Aluno-588,2024,0,10.0,9.83333333333333,7.83333333333333,7.51,7.34375,8.0,Topázio,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
1155,ALUNO-1155,2022,1,10.0,8.05387205387205,7.58333333333333,7.5,5.625,7.91666,Ametista,Risco estrutural,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
364,ALUNO-364,2022,1,10.0,6.8694885361552,5.0,4.375,6.04166666666666,5.77778,Ágata,Risco estrutural,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
993,ALUNO-993,2022,0,10.0,6.28119778613199,8.88888888888889,5.625,7.5,7.2916675,Ágata,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
51,ALUNO-51,2021,0,10.0,9.2,5.4,7.5,7.7,8.6,Ametista,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
1308,Aluno-1308,2024,3,5.0,7.445652174,6.0,7.51,7.34375,5.933333333,Agata,Queda recente de aprendizado,IEG,Baixo engajamento,Aumentar engajamento com acompanhamento ativo e metas de participação nas atividades
1171,Aluno-1171,2023,0,10.0,8.4,8.7,5.0,7.34375,8.88,Ametista,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
246,ALUNO-246,2021,2,5.0,8.8,4.6,5.6,8.5,7.7,Ametista,Falha de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
945,Aluno-945,2023,0,5.0,9.2,7.9,7.52,7.34375,6.84,Topázio,Deterioração gradual,IDA,Baixo desempenho acadêmico,Ação deve ser tomada com direcionamento do conteúdo e adaptação de exercícios
640,Aluno-640,2022,3,5.0,8.4,4.8,7.5,7.34375,6.778,Agata,Queda recente de aprendizado,IPV,Baixa velocidade de aprendizado,Ajustar ritmo de ensino com reforço incremental e revisão contínua
1066,Aluno-1066,2024,0,5.0,8.3954451345,7.25,6.26,7.34375,7.386666667,Ametista,Deterioração gradual,IDA,Baixo desempenho acadêmico,Ação deve ser tomada com direcionamento do conteúdo e adaptação de exercícios
708,ALUNO-708,2021,0,5.0,9.2,5.1,7.5,8.3,7.2,Ametista,Deterioração gradual,IPV,Baixa velocidade de aprendizado,Ajustar ritmo de ensino com reforço incremental e revisão contínua
646,Aluno-646,2024,0,5.0,9.26666666666667,6.16666666666667,7.51,7.34375,7.7475,Ametista,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
801,Aluno-801,2023,0,5.0,7.5,7.6,7.52,7.34375,7.12,Agata,Deterioração gradual,IPV,Baixa velocidade de aprendizado,Ajustar ritmo de ensino com reforço incremental e revisão contínua
352,Aluno-352,2023,0,5.0,8.1,7.2,6.26,7.34375,7.17,Ametista,Deterioração gradual,IEG,Baixo engajamento,Aumentar engajamento com acompanhamento ativo e metas de participação nas atividades
398,Aluno-398,2024,3,10.0,5.73333333333333,8.0,7.51,7.34375,6.553333333,Ametista,Queda recente de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
542,Aluno-542,2023,2,5.0,9.7,6.3,5.0,7.34375,9.006666667,Ametista,Falha de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
521,ALUNO-521,2022,0,10.0,7.37561289285427,6.66666666666666,6.25,6.66666666666666,7.5,Ágata,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
3,ALUNO-3,2021,3,10.0,6.9,5.6,6.3,7.3,7.2,Ametista,Queda recente de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
1298,Aluno-1298,2024,0,5.0,6.6433566435,6.75,7.51,7.34375,7.393333333,Ametista,Deterioração gradual,IEG,Baixo engajamento,Aumentar engajamento com acompanhamento ativo e metas de participação nas atividades
459,Aluno-459,2022,0,5.0,9.1,7.3,8.1,7.34375,7.222,Ametista,Deterioração gradual,IDA,Baixo desempenho acadêmico,Ação deve ser tomada com direcionamento do conteúdo e adaptação de exercícios
965,Aluno-965,2024,3,5.0,6.4772727275,2.25,7.51,7.34375,6.83,Agata,Queda recente de aprendizado,IPV,Baixa velocidade de aprendizado,Ajustar ritmo de ensino com reforço incremental e revisão contínua
672,Aluno-672,2024,3,5.0,3.95256917,0.0,6.26,7.34375,4.496666667,Quartzo,Queda recente de aprendizado,IPV,Baixa velocidade de aprendizado,Ajustar ritmo de ensino com reforço incremental e revisão contínua
973,ALUNO-973,2021,3,10.0,7.9,2.7,6.3,6.9,6.8,Ágata,Queda recente de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
1040,Aluno-1040,2023,0,5.0,9.3,6.6,7.52,7.34375,8.06,Ametista,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
920,Aluno-920,2023,3,5.0,6.3,6.1,7.52,7.34375,6.35,Agata,Queda recente de aprendizado,IEG,Baixo engajamento,Aumentar engajamento com acompanhamento ativo e metas de participação nas atividades
87,Aluno-87,2024,0,10.0,9.649122807,9.16666666666667,9.375,7.34375,9.623333333,Topázio,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
741,Aluno-741,2024,3,5.0,5.2964426875,3.75,5.005,7.34375,4.223333333,Quartzo,Queda recente de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
443,Aluno-443,2022,0,5.0,9.1,5.6,7.5,7.34375,8.5,Ametista,Deterioração gradual,IPV,Baixa velocidade de aprendizado,Ajustar ritmo de ensino com reforço incremental e revisão contínua
143,ALUNO-143,2022,3,10.0,6.444493006993,5.11111111111111,5.0,7.03125,7.208335,Ágata,Queda recente de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
944,ALUNO-944,2022,3,5.0,2.91757246376811,0.944444444444444,7.5,6.09375,4.6249975,Quartzo,Queda recente de aprendizado,IEG,Baixo engajamento,Aumentar engajamento com acompanhamento ativo e metas de participação nas atividades
790,Aluno-790,2024,3,5.0,6.811594203,6.75,7.51,7.34375,6.883333333,Agata,Queda recente de aprendizado,IEG,Baixo engajamento,Aumentar engajamento com acompanhamento ativo e metas de participação nas atividades
352,Aluno-352,2024,3,10.0,4.45374800633333,3.16666666666667,6.26,7.34375,6.7925,Quartzo,Queda recente de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
1091,Aluno-1091,2023,2,5.0,9.0,9.5,2.52,7.34375,9.1725,Topázio,Falha de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
512,Aluno-512,2022,0,5.0,9.3,6.2,7.5,7.34375,7.722,Ametista,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
910,ALUNO-910,2021,3,5.0,7.8,5.0,7.5,7.5,6.7,Ágata,Queda recente de aprendizado,IPP,Baixa persistência,Trabalhar persistência com acompanhamento individual e metas de continuidade
424,Aluno-424,2023,2,5.0,9.9,6.4,2.52,7.34375,7.7925,Ametista,Falha de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
1160,Aluno-1160,2023,2,10.0,8.7,2.7,2.52,7.34375,7.2575,Agata,Falha de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
715,Aluno-715,2024,3,5.0,5.2506265665,2.75,3.755,7.34375,4.67,Quartzo,Queda recente de aprendizado,IPV,Baixa velocidade de aprendizado,Ajustar ritmo de ensino com reforço incremental e revisão contínua
451,Aluno-451,2023,2,5.0,9.5,8.9,4.39,7.34375,9.896666667,Topázio,Falha de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
1286,Aluno-1286,2024,3,10.0,5.051759834,7.0,2.51,7.34375,4.61,Quartzo,Queda recente de aprendizado,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
675,Aluno-675,2023,0,10.0,8.0,8.3,7.52,7.34375,8.34,Topázio,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
518,ALUNO-518,2021,0,10.0,6.7,7.9,7.5,8.1,7.7,Ametista,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
690,Aluno-690,2023,0,5.0,9.8,9.1,6.89,7.34375,10.01,Topázio,Deterioração gradual,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
929,Aluno-929,2024,0,10.0,9.4736842105,6.75,7.51,7.34375,7.58,Ametista,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
1116,Aluno-1116,2024,3,5.0,3.35555555566667,2.33333333333333,6.26,7.34375,5.066,Quartzo,Queda recente de aprendizado,IEG,Baixo engajamento,Aumentar engajamento com acompanhamento ativo e metas de participação nas atividades
884,ALUNO-884,2022,1,5.0,5.99543845315904,4.9,7.5,4.58333333333333,6.16667,Quartzo,Risco estrutural,IEG,Baixo engajamento,Aumentar engajamento com acompanhamento ativo e metas de participação nas atividades
1133,Aluno-1133,2024,0,10.0,9.84126984133333,4.5,8.75,7.34375,8.83,Topázio,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
1042,Aluno-1042,2023,2,5.0,6.5,4.3,3.77,7.34375,7.666666667,Quartzo,Falha de aprendizado,IPS,Baixa participação,Promover participação com controle de presença e atividades semanais
93,Aluno-93,2024,0,10.0,9.931666667,7.48333333333333,6.2575,7.34375,7.5,Topázio,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
782,Aluno-782,2022,0,10.0,8.4,6.0,7.5,7.34375,7.0,Ametista,Deterioração gradual,IAN_LAG,Histórico de baixo desempenho,Implementar plano de recuperação progressivo baseado no histórico
